Port,Year,Week,"Commercial Market","Commercial Size Class"," Median Waiting Time Off Port Limits","Waiting Time Off Port Limits Confidence Score ","Median Time At Port","Time At Port Confidence Score","Median Waiting Time Off Port Limits  Standard Deviation ","Time At Port Standard Deviation","Median Waiting Time Off Port Limits Difference (week-to-week)","Waiting Time Off Port Limits  % Difference (week-to-week)","Time At Port Difference (week-to-week)","Time At Port % Difference (week-to-week)","Number Of Calls","Number Of Vessels","Port Country",Unlocode
Kariangau,2022,13,ALL,ALL,0.0,LOW,2.3,LOW,1.5,7.1,0.0,0.0,1.0,76.9,258,29,Indonesia,IDKRG
Kalbut,2022,13,ALL,ALL,0.5,MEDIUM,1.3,MEDIUM,,1.0,,,0.0,0.0,12,12,Indonesia,IDKSO
Kalabahi,2022,13,ALL,ALL,,LOW,34.4,LOW,,17.2,,,34.0,8500.0,7,3,Indonesia,IDKBH
Kabil,2022,13,ALL,ALL,0.9,LOW,0.1,LOW,1.1,8.2,0.0,0.0,0.0,0.0,57,16,Indonesia,IDKAB
Jayapura,2022,13,ALL,ALL,1.2,MEDIUM,1.3,MEDIUM,0.7,0.5,0.7,140.0,0.3,30.0,6,6,Indonesia,IDDJJ
Jakarta,2022,13,ALL,ALL,0.3,MEDIUM,1.2,MEDIUM,2.6,3.5,0.0,0.0,0.0,0.0,214,179,Indonesia,IDJKT
Gresik,2022,13,ALL,ALL,1.3,LOW,4.0,LOW,6.3,3.3,-0.3,-18.8,1.1,37.9,34,33,Indonesia,IDGRE
Gilimanuk,2022,13,ALL,ALL,,HIGH,0.0,HIGH,,1.4,,,0.0,0.0,732,20,Indonesia,IDGIL
Garongkong,2022,13,ALL,ALL,,LOW,18.4,LOW,,4.0,,0.0,7.5,68.8,2,1,Indonesia,
Futong,2022,13,ALL,ALL,0.7,MEDIUM,3.6,MEDIUM,0.2,1.5,-0.6,-46.1,0.2,5.9,3,3,Indonesia,IDFTG
Ende,2022,13,ALL,ALL,0.0,LOW,0.5,LOW,,0.5,-0.3,-100.0,-0.3,-37.5,4,3,Indonesia,IDENE
Dumai,2022,13,ALL,ALL,0.3,LOW,1.3,LOW,1.0,4.0,-0.2,-40.0,0.4,44.4,55,31,Indonesia,IDDUM
Ciwandan,2022,13,ALL,ALL,0.7,LOW,0.9,LOW,2.7,2.3,0.1,16.7,-0.1,-10.0,30,28,Indonesia,IDCIW
Cirebon,2022,13,ALL,ALL,1.2,LOW,3.2,LOW,2.6,5.5,0.7,140.0,1.3,68.4,4,4,Indonesia,IDCBN
Cilegon,2022,13,ALL,ALL,0.5,LOW,4.9,LOW,1.5,16.5,0.1,25.0,0.2,4.3,11,11,Indonesia,IDCGN
Cilacap,2022,13,ALL,ALL,2.4,LOW,1.5,LOW,1.2,2.1,-0.2,-7.7,-0.8,-34.8,12,12,Indonesia,IDCXP
Cigading,2022,13,ALL,ALL,0.3,LOW,5.0,LOW,0.3,2.3,-0.2,-40.0,2.1,72.4,11,11,Indonesia,IDCIG
"Celukan bawang",2022,13,ALL,ALL,0.6,LOW,3.1,LOW,,,-23.3,-97.5,2.3,287.5,1,1,Indonesia,IDCEB
Bunati,2022,13,ALL,ALL,0.0,LOW,7.2,LOW,4.8,5.0,-0.1,-100.0,0.7,10.8,15,15,Indonesia,IDBUT
Bontang,2022,13,ALL,ALL,0.8,LOW,3.7,LOW,2.2,3.2,-1.0,-55.6,1.2,48.0,21,19,Indonesia,IDBXT
Bitung,2022,13,ALL,ALL,0.3,LOW,1.3,LOW,1.7,5.1,-0.1,-25.0,-0.1,-7.1,30,23,Indonesia,IDBIT
Biringkassi,2022,13,ALL,ALL,3.5,LOW,0.9,LOW,4.6,2.1,3.3,1650.0,-5.6,-86.2,4,3,Indonesia,IDBIR
Benoa,2022,13,ALL,ALL,0.0,MEDIUM,1.1,MEDIUM,,0.3,-0.5,-100.0,0.0,0.0,3,3,Indonesia,IDBOA
Bengkulu,2022,13,ALL,ALL,0.5,MEDIUM,3.0,MEDIUM,0.4,7.5,-0.4,-44.4,1.1,57.9,9,9,Indonesia,IDBKS
Benete,2022,13,ALL,ALL,0.4,MEDIUM,1.4,MEDIUM,0.5,3.9,,,0.4,40.0,4,4,Indonesia,IDBEN
Belawan,2022,13,ALL,ALL,1.1,LOW,1.6,LOW,1.7,3.2,0.1,10.0,-0.1,-5.9,41,41,Indonesia,IDBLW
"Batu ampar",2022,13,ALL,ALL,1.0,HIGH,1.3,HIGH,4.0,11.0,0.2,25.0,0.2,18.2,33,22,Indonesia,IDBUR
Banjarmasin,2022,13,ALL,ALL,0.3,LOW,1.0,LOW,0.5,6.1,0.0,0.0,0.2,25.0,43,33,Indonesia,IDBDJ
"Banda aceh",2022,13,ALL,ALL,,LOW,0.2,LOW,,0.3,,,0.0,0.0,11,1,Indonesia,IDBTJ
Balikpapan,2022,13,ALL,ALL,2.3,HIGH,1.3,HIGH,3.5,0.9,0.0,0.0,-0.1,-7.1,35,31,Indonesia,IDBPN
Bakauheni,2022,13,ALL,ALL,0.0,HIGH,0.1,HIGH,1.3,0.6,0.0,0.0,0.0,0.0,554,47,Indonesia,IDTKG
Bajoe,2022,13,ALL,ALL,,LOW,0.8,LOW,,1.0,,,-0.1,-11.1,13,5,Indonesia,
Ampenan,2022,13,ALL,ALL,0.0,MEDIUM,0.8,MEDIUM,,0.0,-0.7,-100.0,0.2,33.3,2,2,Indonesia,IDAMP
Ambon,2022,13,ALL,ALL,0.0,LOW,0.7,LOW,0.0,1.5,-0.3,-100.0,-0.5,-41.7,11,6,Indonesia,IDAMQ
Amamapare,2022,13,ALL,ALL,4.1,LOW,1.5,LOW,4.2,1.1,2.3,127.8,-0.8,-34.8,9,8,Indonesia,IDAMA
"Adang bay",2022,13,ALL,ALL,0.0,HIGH,6.8,HIGH,0.5,3.3,-2.2,-100.0,-0.7,-9.3,12,12,Indonesia,IDADB
Wayame,2022,12,ALL,ALL,0.8,LOW,1.1,LOW,1.3,4.4,-1.2,-60.0,-0.1,-8.3,15,14,Indonesia,
Waingapu,2022,12,ALL,ALL,1.0,LOW,0.4,LOW,0.1,0.1,0.5,100.0,0.0,0.0,5,4,Indonesia,IDWGP
Tuban,2022,12,ALL,ALL,2.3,LOW,1.4,LOW,1.7,0.8,1.7,283.3,0.3,27.3,14,13,Indonesia,IDTBN
Tual,2022,12,ALL,ALL,0.1,LOW,1.5,LOW,34.4,9.7,-0.2,-66.7,0.7,87.5,13,9,Indonesia,IDTUA
Ternate,2022,12,ALL,ALL,0.4,LOW,0.2,LOW,0.1,0.5,-0.2,-33.3,0.0,0.0,9,6,Indonesia,IDTTE
Telukbayur,2022,12,ALL,ALL,1.7,LOW,2.1,LOW,1.4,7.5,0.3,21.4,0.8,61.5,33,23,Indonesia,IDTBR
Tarjun,2022,12,ALL,ALL,0.8,LOW,1.1,LOW,0.8,0.3,0.3,60.0,-0.5,-31.3,6,6,Indonesia,IDTAR
Tarakan,2022,12,ALL,ALL,0.7,HIGH,1.2,HIGH,4.8,0.8,0.4,133.3,0.0,0.0,11,10,Indonesia,IDTRK
Tarahan,2022,12,ALL,ALL,1.1,LOW,1.0,LOW,1.1,1.0,0.2,22.2,-0.5,-33.3,11,9,Indonesia,IDTRH
"Tanjung uban",2022,12,ALL,ALL,2.6,HIGH,0.1,HIGH,2.3,9.4,1.4,116.7,0.1,0.0,60,16,Indonesia,IDITN
"Tanjung pemancingan",2022,12,ALL,ALL,,MEDIUM,2.5,MEDIUM,,0.6,,,0.0,0.0,2,2,Indonesia,IDTPN
"Tanjung jati",2022,12,ALL,ALL,2.6,LOW,3.0,LOW,0.6,3.0,-0.5,-16.1,-0.6,-16.7,4,4,Indonesia,
"Tanjung bara",2022,12,ALL,ALL,10.9,MEDIUM,1.2,MEDIUM,12.0,7.3,4.2,62.7,0.1,9.1,9,9,Indonesia,IDTBA
Tangguh,2022,12,ALL,ALL,1.0,MEDIUM,1.4,MEDIUM,4.9,0.1,-0.1,-9.1,-0.2,-12.5,3,3,Indonesia,
Suralaya,2022,12,ALL,ALL,1.2,LOW,0.9,LOW,1.6,2.4,0.4,50.0,-0.2,-18.2,31,28,Indonesia,IDSRL
Surabaya,2022,12,ALL,ALL,0.7,LOW,0.7,LOW,2.6,3.0,0.0,0.0,0.1,16.7,231,153,Indonesia,IDSUB
"Sungai pakning",2022,12,ALL,ALL,1.0,MEDIUM,1.7,MEDIUM,,,0.3,42.9,-0.1,-5.6,1,1,Indonesia,IDSEQ
Sorong,2022,12,ALL,ALL,0.4,LOW,0.5,LOW,1.0,0.4,-0.3,-42.9,-0.1,-16.7,10,8,Indonesia,IDSOQ
Semarang,2022,12,ALL,ALL,0.5,LOW,0.7,LOW,2.5,1.4,,,,,41,33,Indonesia,IDSRG
Saumlaki,2022,12,ALL,ALL,17.2,LOW,3.3,LOW,24.3,4.3,17.1,17100.0,2.6,371.4,4,4,Indonesia,IDSXK
Sampit,2022,12,ALL,ALL,0.5,LOW,3.1,LOW,1.0,6.1,0.0,0.0,-2.6,-45.6,18,16,Indonesia,IDSMQ
Samarinda,2022,12,ALL,ALL,0.6,LOW,1.0,LOW,0.3,1.0,0.0,0.0,-0.1,-9.1,14,13,Indonesia,IDSRI
Sabang,2022,12,ALL,ALL,0.2,LOW,0.4,LOW,,,,,-0.6,-60.0,1,1,Indonesia,IDSBG
Pontianak,2022,12,ALL,ALL,0.5,LOW,1.5,LOW,0.4,4.1,0.2,66.7,-0.3,-16.7,32,28,Indonesia,IDPNK
Pomako,2022,12,ALL,ALL,3.0,LOW,2.5,LOW,2.9,4.1,2.0,200.0,1.3,108.3,5,5,Indonesia,IDPMK
Pekanbaru,2022,12,ALL,ALL,1.8,MEDIUM,2.3,MEDIUM,,,,,0.7,43.8,1,1,Indonesia,IDPKU
Panjang,2022,12,ALL,ALL,0.3,LOW,1.0,LOW,2.9,2.9,0.1,50.0,-0.1,-9.1,26,24,Indonesia,IDPNJ
"Pangkalan susu",2022,12,ALL,ALL,1.9,MEDIUM,1.0,MEDIUM,1.3,0.0,0.9,90.0,-0.1,-9.1,2,1,Indonesia,IDPKS
Palembang,2022,12,ALL,ALL,0.7,LOW,2.9,LOW,2.9,2.7,-0.2,-22.2,0.3,11.5,28,27,Indonesia,IDPLM
Paiton,2022,12,ALL,ALL,2.1,LOW,2.8,LOW,1.6,7.5,1.8,600.0,1.5,115.4,3,3,Indonesia,IDPAI
Padangbai,2022,12,ALL,ALL,0.0,LOW,0.0,LOW,0.1,0.3,0.0,0.0,-0.1,-100.0,81,13,Indonesia,
Pacitan,2022,12,ALL,ALL,0.1,LOW,1.8,LOW,,,0.1,0.0,-0.5,-21.7,1,1,Indonesia,ID5PP
Nunukan,2022,12,ALL,ALL,1.2,LOW,4.9,LOW,,6.3,,,3.3,206.3,4,4,Indonesia,IDNNX
"Muara satui",2022,12,ALL,ALL,,LOW,6.1,LOW,,1.1,,,3.5,134.6,4,3,Indonesia,IDSTU
"Muara pantai",2022,12,ALL,ALL,,LOW,7.4,LOW,,1.6,,0.0,0.7,10.4,11,11,Indonesia,IDMPN
Meulaboh,2022,12,ALL,ALL,0.1,MEDIUM,1.0,MEDIUM,,,,,0.0,0.0,1,1,Indonesia,IDMEQ
Merauke,2022,12,ALL,ALL,0.9,MEDIUM,2.5,MEDIUM,0.4,1.5,0.0,0.0,0.6,31.6,4,4,Indonesia,IDMKQ
Merak,2022,12,ALL,ALL,0.3,HIGH,0.0,HIGH,1.8,0.4,0.0,0.0,0.0,0.0,688,104,Indonesia,IDMRK
"Mekar putih",2022,12,ALL,ALL,1.0,MEDIUM,1.6,MEDIUM,0.6,0.9,0.7,233.3,-0.7,-30.4,5,5,Indonesia,
Maumere,2022,12,ALL,ALL,,LOW,1.6,LOW,,0.4,,,-0.3,-15.8,3,3,Indonesia,IDMOF
Manokwari,2022,12,ALL,ALL,0.4,MEDIUM,0.7,MEDIUM,0.3,0.2,-1.3,-76.5,-0.1,-12.5,5,5,Indonesia,IDMKW
Mangkasa,2022,12,ALL,ALL,0.9,MEDIUM,2.8,MEDIUM,,,0.6,200.0,1.7,154.6,1,1,Indonesia,
Manggis,2022,12,ALL,ALL,0.6,MEDIUM,1.2,MEDIUM,1.2,0.4,0.1,20.0,0.3,33.3,9,8,Indonesia,IDMGB
Malahayati,2022,12,ALL,ALL,0.4,LOW,7.0,LOW,,8.5,-0.2,-33.3,5.1,268.4,2,2,Indonesia,
Makassar,2022,12,ALL,ALL,0.4,LOW,0.8,LOW,1.2,2.0,-0.1,-20.0,-0.1,-11.1,56,50,Indonesia,IDMAK
Luwuk,2022,12,ALL,ALL,,MEDIUM,1.6,MEDIUM,,2.2,,,0.8,100.0,4,3,Indonesia,IDLUW
"Lubuk gaung",2022,12,ALL,ALL,0.6,LOW,1.1,LOW,1.9,0.9,-0.8,-57.1,-0.6,-35.3,26,22,Indonesia,
Lewoleba,2022,12,ALL,ALL,,MEDIUM,0.7,MEDIUM,,,,,,,1,1,Indonesia,IDLWE
Lembar,2022,12,ALL,ALL,0.6,LOW,0.1,LOW,0.5,0.9,0.1,20.0,0.0,0.0,123,26,Indonesia,IDLBR
"Lawe lawe",2022,12,ALL,ALL,1.4,LOW,13.4,LOW,,,0.8,133.3,12.0,857.1,1,1,Indonesia,IDLLA
Larantuka,2022,12,ALL,ALL,,MEDIUM,1.1,MEDIUM,,,,,,,1,1,Indonesia,IDLKA
Kupang,2022,12,ALL,ALL,1.3,HIGH,1.6,HIGH,5.4,1.6,0.2,18.2,0.1,6.7,18,12,Indonesia,IDKOE
Kumai,2022,12,ALL,ALL,1.9,LOW,2.1,LOW,1.7,7.7,1.3,216.7,1.1,110.0,14,11,Indonesia,IDKUM
"Krueng geukueh",2022,12,ALL,ALL,0.2,MEDIUM,1.1,MEDIUM,0.3,0.3,-0.2,-50.0,-0.1,-8.3,4,4,Indonesia,IDKGH
Kotabaru,2022,12,ALL,ALL,1.7,MEDIUM,1.8,MEDIUM,0.8,4.7,-0.2,-10.5,0.8,80.0,7,6,Indonesia,IDKBU
Kolaka,2022,12,ALL,ALL,0.5,HIGH,0.7,HIGH,,0.6,-0.4,-44.4,-0.1,-12.5,13,6,Indonesia,IDKOL
Kijang,2022,12,ALL,ALL,,LOW,1.3,LOW,,0.7,,,0.3,30.0,4,3,Indonesia,IDKIJ
Ketapang,2022,12,ALL,ALL,0.0,HIGH,0.0,HIGH,0.9,3.0,-0.8,-100.0,0.0,0.0,719,34,Indonesia,IDKTG
Kariangau,2022,12,ALL,ALL,0.0,HIGH,1.3,HIGH,9.1,5.6,0.0,0.0,0.2,18.2,257,33,Indonesia,IDKRG
Kalbut,2022,12,ALL,ALL,,MEDIUM,1.3,MEDIUM,,0.7,,,-0.6,-31.6,13,10,Indonesia,IDKSO
Kalabahi,2022,12,ALL,ALL,0.3,LOW,26.5,LOW,,15.4,0.0,0.0,26.1,6525.0,5,3,Indonesia,IDKBH
Kabil,2022,12,ALL,ALL,0.9,LOW,0.1,LOW,1.0,8.5,-0.7,-43.8,-0.4,-80.0,65,15,Indonesia,IDKAB
Jayapura,2022,12,ALL,ALL,0.5,LOW,1.0,LOW,0.3,1.1,0.2,66.7,-0.7,-41.2,7,6,Indonesia,IDDJJ
Jakarta,2022,12,ALL,ALL,0.3,LOW,1.2,LOW,2.9,5.0,-0.1,-25.0,0.1,9.1,239,191,Indonesia,IDJKT
Gresik,2022,12,ALL,ALL,1.6,LOW,2.9,LOW,2.3,6.9,1.1,220.0,0.4,16.0,47,46,Indonesia,IDGRE
Gilimanuk,2022,12,ALL,ALL,,HIGH,0.0,HIGH,,0.1,,,0.0,0.0,665,21,Indonesia,IDGIL
Garongkong,2022,12,ALL,ALL,0.0,LOW,10.9,LOW,,0.6,,,,,2,2,Indonesia,
Futong,2022,12,ALL,ALL,1.3,LOW,3.4,LOW,0.5,1.4,0.7,116.7,1.9,126.7,7,7,Indonesia,IDFTG
"Fak fak",2022,12,ALL,ALL,0.3,MEDIUM,0.7,MEDIUM,0.1,0.9,,,,,3,2,Indonesia,IDFKQ
Ende,2022,12,ALL,ALL,0.3,MEDIUM,0.8,MEDIUM,,0.2,0.1,50.0,0.1,14.3,2,2,Indonesia,IDENE
Dumai,2022,12,ALL,ALL,0.5,HIGH,0.9,HIGH,4.6,1.3,-1.5,-75.0,-0.9,-50.0,58,30,Indonesia,IDDUM
Ciwandan,2022,12,ALL,ALL,0.6,HIGH,1.0,HIGH,1.6,2.1,,,,,23,20,Indonesia,IDCIW
Cirebon,2022,12,ALL,ALL,0.5,MEDIUM,1.9,MEDIUM,2.2,3.0,0.4,400.0,0.6,46.1,5,5,Indonesia,IDCBN
Cilegon,2022,12,ALL,ALL,0.4,LOW,4.7,LOW,2.7,20.3,-0.7,-63.6,-11.2,-70.4,8,8,Indonesia,IDCGN
Cilacap,2022,12,ALL,ALL,1.4,HIGH,1.8,HIGH,1.5,2.6,-1.2,-46.1,-0.5,-21.7,13,13,Indonesia,IDCXP
Cigading,2022,12,ALL,ALL,0.5,LOW,2.9,LOW,0.8,2.6,0.1,25.0,-1.9,-39.6,15,14,Indonesia,IDCIG
"Celukan bawang",2022,12,ALL,ALL,23.9,LOW,0.8,LOW,,,16.7,231.9,-17.1,-95.5,1,1,Indonesia,IDCEB
Bunati,2022,12,ALL,ALL,0.1,HIGH,6.5,HIGH,,4.5,0.0,0.0,0.3,4.8,14,14,Indonesia,IDBUT
Bontang,2022,12,ALL,ALL,1.8,LOW,2.5,LOW,2.7,6.5,,,,,27,25,Indonesia,IDBXT
Bitung,2022,12,ALL,ALL,0.4,LOW,1.4,LOW,2.5,3.6,-0.4,-50.0,-0.2,-12.5,20,16,Indonesia,IDBIT
Biringkassi,2022,12,ALL,ALL,0.3,MEDIUM,1.7,MEDIUM,1.3,1.6,-3.7,-92.5,-0.1,-5.6,6,3,Indonesia,IDBIR
Benoa,2022,12,ALL,ALL,0.5,MEDIUM,1.1,MEDIUM,0.6,0.5,0.0,0.0,0.2,22.2,4,4,Indonesia,IDBOA
Bengkulu,2022,12,ALL,ALL,0.9,LOW,1.9,LOW,0.5,2.6,0.8,800.0,0.5,35.7,9,8,Indonesia,IDBKS
Belawan,2022,12,ALL,ALL,1.0,LOW,1.7,LOW,3.8,5.1,0.2,25.0,0.4,30.8,47,43,Indonesia,IDBLW
"Batu ampar",2022,12,ALL,ALL,0.8,LOW,1.1,LOW,2.1,10.5,0.4,100.0,-0.4,-26.7,30,21,Indonesia,IDBUR
Banjarmasin,2022,12,ALL,ALL,0.3,MEDIUM,0.8,MEDIUM,0.4,2.9,0.0,0.0,0.0,0.0,40,34,Indonesia,IDBDJ
"Banda aceh",2022,12,ALL,ALL,,LOW,0.2,LOW,,0.2,,,0.1,100.0,11,1,Indonesia,IDBTJ
Balikpapan,2022,12,ALL,ALL,2.3,LOW,1.4,LOW,10.2,1.2,1.6,228.6,0.2,16.7,40,36,Indonesia,IDBPN
Bakauheni,2022,12,ALL,ALL,0.0,HIGH,0.1,HIGH,0.9,0.6,0.0,0.0,0.0,0.0,606,51,Indonesia,IDTKG
Bajoe,2022,12,ALL,ALL,,HIGH,0.9,HIGH,,2.0,,,0.0,0.0,14,5,Indonesia,
Ampenan,2022,12,ALL,ALL,0.7,LOW,0.6,LOW,0.3,0.5,0.7,0.0,-0.3,-33.3,5,5,Indonesia,IDAMP
Ambon,2022,12,ALL,ALL,0.3,LOW,1.2,LOW,1.3,5.1,0.2,200.0,0.5,71.4,12,7,Indonesia,IDAMQ
Amamapare,2022,12,ALL,ALL,1.8,LOW,2.3,LOW,3.7,2.8,0.2,12.5,0.5,27.8,10,10,Indonesia,IDAMA
"Adang bay",2022,12,ALL,ALL,2.2,HIGH,7.5,HIGH,2.5,2.8,-2.6,-54.2,-0.7,-8.5,11,11,Indonesia,IDADB
Wayame,2022,11,ALL,ALL,2.0,LOW,1.2,LOW,2.5,2.0,-1.0,-33.3,-0.3,-20.0,16,14,Indonesia,
Waingapu,2022,11,ALL,ALL,0.3,LOW,0.3,LOW,0.3,0.2,-0.1,-25.0,-0.1,-25.0,6,4,Indonesia,IDWGP
Tuban,2022,11,ALL,ALL,0.6,MEDIUM,1.1,MEDIUM,2.3,1.2,-1.4,-70.0,-0.3,-21.4,17,15,Indonesia,IDTBN
Tual,2022,11,ALL,ALL,0.3,HIGH,0.8,HIGH,0.5,1.0,0.2,200.0,0.0,0.0,15,11,Indonesia,IDTUA
Tolitoli,2022,11,ALL,ALL,0.4,MEDIUM,2.1,MEDIUM,,,,,-0.8,-27.6,1,1,Indonesia,IDTLI
Ternate,2022,11,ALL,ALL,0.6,LOW,0.2,LOW,0.6,0.9,-11.2,-94.9,-0.6,-75.0,9,5,Indonesia,IDTTE
Telukbayur,2022,11,ALL,ALL,0.9,LOW,1.1,LOW,3.8,2.2,-0.5,-35.7,-0.2,-15.4,17,17,Indonesia,IDTBR
Tarjun,2022,11,ALL,ALL,0.5,LOW,1.6,LOW,,0.5,,,1.0,166.7,4,4,Indonesia,IDTAR
Tarakan,2022,11,ALL,ALL,0.3,MEDIUM,1.2,MEDIUM,1.3,0.9,-0.3,-50.0,0.2,20.0,7,6,Indonesia,IDTRK
Tarahan,2022,11,ALL,ALL,0.9,LOW,1.5,LOW,0.5,8.2,0.5,125.0,0.7,87.5,12,11,Indonesia,IDTRH
"Tanjung uban",2022,11,ALL,ALL,2.5,LOW,0.1,LOW,1.8,6.4,1.3,108.3,0.1,0.0,47,17,Indonesia,IDITN
"Tanjung pemancingan",2022,11,ALL,ALL,1.7,MEDIUM,2.6,MEDIUM,0.6,1.7,,,-1.2,-31.6,4,3,Indonesia,IDTPN
"Tanjung jati",2022,11,ALL,ALL,3.1,MEDIUM,3.6,MEDIUM,0.1,0.4,,,-0.1,-2.7,2,2,Indonesia,
"Tanjung bara",2022,11,ALL,ALL,6.7,MEDIUM,1.1,MEDIUM,7.5,3.3,-6.9,-50.7,-0.3,-21.4,8,8,Indonesia,IDTBA
Tangguh,2022,11,ALL,ALL,1.0,MEDIUM,1.7,MEDIUM,0.8,1.5,-0.1,-9.1,0.1,6.3,3,3,Indonesia,
Suralaya,2022,11,ALL,ALL,0.8,MEDIUM,1.1,MEDIUM,2.1,1.8,-0.2,-20.0,0.1,10.0,18,16,Indonesia,IDSRL
Surabaya,2022,11,ALL,ALL,0.7,LOW,0.6,LOW,2.6,3.8,-0.2,-22.2,-0.1,-14.3,269,173,Indonesia,IDSUB
"Sungai pakning",2022,11,ALL,ALL,0.7,MEDIUM,1.8,MEDIUM,0.3,0.2,,,-0.8,-30.8,3,3,Indonesia,IDSEQ
Sorong,2022,11,ALL,ALL,0.7,LOW,0.6,LOW,0.4,0.4,0.5,250.0,-0.4,-40.0,7,7,Indonesia,IDSOQ
Sibolga,2022,11,ALL,ALL,0.3,MEDIUM,2.0,MEDIUM,,1.1,0.2,200.0,0.2,11.1,2,2,Indonesia,IDSLG
Semarang,2022,11,ALL,ALL,0.3,LOW,0.9,LOW,1.7,3.7,-0.3,-50.0,0.1,12.5,42,38,Indonesia,IDSRG
Saumlaki,2022,11,ALL,ALL,0.1,MEDIUM,0.7,MEDIUM,0.2,0.7,,,0.0,0.0,5,4,Indonesia,IDSXK
Sampit,2022,11,ALL,ALL,0.5,LOW,5.7,LOW,0.2,5.6,0.0,0.0,-0.1,-1.7,15,13,Indonesia,IDSMQ
Samarinda,2022,11,ALL,ALL,0.6,LOW,1.1,LOW,0.2,1.2,0.3,100.0,-1.0,-47.6,10,10,Indonesia,IDSRI
Pontianak,2022,11,ALL,ALL,0.3,MEDIUM,1.8,MEDIUM,0.5,4.2,-0.2,-40.0,-1.3,-41.9,29,25,Indonesia,IDPNK
Pomalaa,2022,11,ALL,ALL,,MEDIUM,2.5,MEDIUM,,,,,-1.0,-28.6,1,1,Indonesia,IDPUM
Pomako,2022,11,ALL,ALL,1.0,MEDIUM,1.2,MEDIUM,0.9,5.1,0.1,11.1,0.1,9.1,7,6,Indonesia,IDPMK
Pekanbaru,2022,11,ALL,ALL,,MEDIUM,1.6,MEDIUM,,,,,-0.3,-15.8,1,1,Indonesia,IDPKU
Panjang,2022,11,ALL,ALL,1.3,LOW,1.1,LOW,3.3,7.4,0.4,44.4,-0.5,-31.3,27,26,Indonesia,IDPNJ
"Pangkalan susu",2022,11,ALL,ALL,1.0,MEDIUM,1.1,MEDIUM,2.3,1.5,-0.2,-16.7,0.1,10.0,5,2,Indonesia,IDPKS
Palopo,2022,11,ALL,ALL,0.2,LOW,1.1,LOW,,,,,-4.7,-81.0,1,1,Indonesia,IDPPO
Palembang,2022,11,ALL,ALL,0.9,LOW,2.6,LOW,1.1,9.1,-0.2,-18.2,-0.2,-7.1,21,21,Indonesia,IDPLM
Paiton,2022,11,ALL,ALL,1.6,MEDIUM,1.9,MEDIUM,0.4,0.8,-0.8,-33.3,-0.2,-9.5,3,3,Indonesia,IDPAI
Padangbai,2022,11,ALL,ALL,0.0,HIGH,0.1,HIGH,0.1,0.1,0.0,0.0,0.0,0.0,78,13,Indonesia,
Pacitan,2022,11,ALL,ALL,0.5,LOW,0.8,LOW,0.6,0.3,-9.4,-95.0,0.1,14.3,2,2,Indonesia,ID5PP
Nunukan,2022,11,ALL,ALL,,LOW,1.6,LOW,,0.8,,,-0.8,-33.3,2,2,Indonesia,IDNNX
Muntok,2022,11,ALL,ALL,,LOW,2.2,LOW,,,,,,,1,1,Indonesia,IDMUO
"Muara satui",2022,11,ALL,ALL,,MEDIUM,2.6,MEDIUM,,3.7,,,2.5,2500.0,2,2,Indonesia,IDSTU
"Muara pantai",2022,11,ALL,ALL,0.0,LOW,6.7,LOW,0.0,2.5,,,1.0,17.5,9,9,Indonesia,IDMPN
"Migas lng batui",2022,11,ALL,ALL,,LOW,1.8,LOW,,,,,0.0,0.0,1,1,Indonesia,
Meulaboh,2022,11,ALL,ALL,,MEDIUM,1.0,MEDIUM,,,,,-0.1,-9.1,1,1,Indonesia,IDMEQ
Merauke,2022,11,ALL,ALL,0.9,MEDIUM,1.9,MEDIUM,0.3,4.8,0.1,12.5,-11.9,-86.2,3,3,Indonesia,IDMKQ
Merak,2022,11,ALL,ALL,0.3,MEDIUM,0.0,MEDIUM,2.7,0.5,-0.2,-40.0,0.0,0.0,619,84,Indonesia,IDMRK
"Mekar putih",2022,11,ALL,ALL,0.3,MEDIUM,2.3,MEDIUM,1.4,0.6,-0.3,-50.0,1.5,187.5,4,4,Indonesia,
Maumere,2022,11,ALL,ALL,,LOW,1.9,LOW,,0.4,,,1.0,111.1,2,2,Indonesia,IDMOF
Manokwari,2022,11,ALL,ALL,1.7,MEDIUM,0.8,MEDIUM,,0.5,1.3,325.0,0.0,0.0,3,3,Indonesia,IDMKW
Manggis,2022,11,ALL,ALL,0.5,LOW,0.9,LOW,0.4,0.5,-0.3,-37.5,-0.1,-10.0,9,7,Indonesia,IDMGB
Malahayati,2022,11,ALL,ALL,0.6,MEDIUM,1.9,MEDIUM,0.1,0.4,0.2,50.0,0.3,18.8,4,4,Indonesia,
Makassar,2022,11,ALL,ALL,0.5,LOW,0.9,LOW,1.9,1.0,0.2,66.7,0.3,50.0,52,44,Indonesia,IDMAK
Luwuk,2022,11,ALL,ALL,,MEDIUM,1.3,MEDIUM,,,,,0.5,62.5,1,1,Indonesia,IDLUW
"Lubuk tutung",2022,11,ALL,ALL,2.0,LOW,3.2,LOW,,,1.8,900.0,0.3,10.3,1,1,Indonesia,IDLTT
"Lubuk gaung",2022,11,ALL,ALL,1.3,LOW,1.5,LOW,3.7,1.9,-0.1,-7.1,-0.2,-11.8,21,20,Indonesia,
Lembar,2022,11,ALL,ALL,0.5,LOW,0.1,LOW,0.4,0.9,-0.5,-50.0,-0.1,-50.0,155,24,Indonesia,IDLBR
